web-scraper-order,web-scraper-start-url,threads,threads-href,username,text
"1595188601-6119","https://hardforum.com/forums/video-cards.3/","no display from new card","https://hardforum.com/threads/no-display-from-new-card.1998054/","rhansen5_99","Have you tried bios switch on gpu, I think one is uefi and the other is legacy, or something like that?"
"1595188603-6126","https://hardforum.com/forums/video-cards.3/","Need a bit of help re: multi-monitor","https://hardforum.com/threads/need-a-bit-of-help-re-multi-monitor.1998066/","ryan_975","DisplayPort isn’t compatible with DVI, but HDMI mostly is.   You might run into problems and if you’re using dual-link DVI."
"1595188595-6062","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","noxqzs","I bit the bullet and bought one.  My flight sim setup has 3 Dell 30's with DVI only input and finding a current gpu that drives all 3 is a challenge.  Damn having to use the adapters."
"1595188612-6187","https://hardforum.com/forums/video-cards.3/","Used video card - What am I looking for?  (Editing versus gaming)","https://hardforum.com/threads/used-video-card-what-am-i-looking-for-editing-versus-gaming.1998315/","Stoly","Keljian said:
			
		
	
	
		
		
			I would not buy a quadro. Radeon is not an option due to the CUDA requirement.



I would just buy as much card as you can afford in the current range.



Also think about getting some more memory.
		
		Click to expand...
	
aaah yes, forgot about CUDA. Wasn't CUDA made open source a whioe ago?"
"1595188665-6709","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","Chimpee","erek said:
			
		
	
	
		
		
			
	
		
	

		
		Click to expand...
	
Boy GPU shroud have come a long way."
"1595188637-6457","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","ecmaster76","Red Falcon said:
			
		
	
	
		
		
			Well, don't feel too bad, no one here, including me, is going to get this card from the seller.

Here is a message the seller just sent me a bit ago:



I have received a worrying communication from an entity claiming to represent Intel. Unfortunately, I will be unable to ship this to you due to some legal concerns that were raised. I have issued you a full refund. I'm truly sorry about this.
		
		Click to expand...
	
I was wondering about that and am not all that surprised"
"1595188652-6547","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","auntjemima","Goddamn it, meant 5800."
"1595188614-6207","https://hardforum.com/forums/video-cards.3/","What is a Ventus card?","https://hardforum.com/threads/what-is-a-ventus-card.1998035/","Nebell","Ricky T said:
			
		
	
	
		
		
			I have owned at least 10 MSI cards and they're the only brand that I've never ever had a single issue with.  Their gaming x models are usually about the highest rated video cards out there.
		
		Click to expand...
	
I agree with you.

I've had two different 1080Ti Gaming X and they were both quiet and good performance cards.

I also had 980Ti Gaming X which I had no issues with.



It's not just MSI GPUs I like, but even their motherboards."
"1595188642-6489","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","MrAgmoore","CraptacularOne said:
			
		
	
	
		
		
			Wait, are you trying to tell us you're building a PC for your dad for $600 and you're sticking him with a Pentium G CPU? Do you just not like him or did he piss you off? You can build him a FAR better system for $600
		
		Click to expand...
	
I forgot to mention Canadian dollars. From Google:



600 Canadian Dollar equals

441.52 United States Dollar"
"1595188656-6603","https://hardforum.com/forums/video-cards.3/","Multi-monitor setup - how to make more stable","https://hardforum.com/threads/multi-monitor-setup-how-to-make-more-stable.1997465/","CraptacularOne","First solution is to not put your computer to sleep. Either leave it on or shut it down when not using it. Sleep mode just causes all kinds of nonsense and instability it's impossible to say what the cause is. Almost everyone I know who puts their computer to sleep rather than turn it off eventually has some sort of nagging issue with it they can't get to the bottom of."
"1595188614-6195","https://hardforum.com/forums/video-cards.3/","What is a Ventus card?","https://hardforum.com/threads/what-is-a-ventus-card.1998035/","Araxie","auntjemima said:
			
		
	
	
		
		
			Never heard of it. I would avoid.
		
		Click to expand...
	
lol why? it is still an MSI card, MSI Ventus series are just a tier down of the gaming Z series, the differences are only that Ventus doesn't have RBG and/or any other lighting, and they use the older TORX 2.0 Fans and cooling solution instead of the newer Twin Frozr 7 . they perform really well and overclock really well.."
"1595188658-6656","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","Furious_Styles","Mylex said:
			
		
	
	
		
		
			I'm referring to people like me that likes to sell off their old hardware to offset the price. I can easily buy it and anything else without but I don't want something to collect dust with that value just declining steadily.
		
		Click to expand...
	
Well wouldn't any back up card you keep be doing just that?  Or are you saying the 2080 ti owners will lose more than previous gens when trying to sell to offset the price?"
"1595188629-6353","https://hardforum.com/forums/video-cards.3/","How does the GTX 1070 Ti SC hold up now' a days?","https://hardforum.com/threads/how-does-the-gtx-1070-ti-sc-hold-up-now-a-days.1997585/","CleanSlate","Thanks for this post I am buying  a 1070 Ti and I was wondering if I'd regret it. Sounds like it'll do fine for my needs for a while."
"1595188610-6177","https://hardforum.com/forums/video-cards.3/","Geforce 1660 Super overheating","https://hardforum.com/threads/geforce-1660-super-overheating.1998039/","cybereality","I'm getting really good wifi speed with this adapter. Very affordable too.



https://www.amazon.com/gp/product/B07Q9KY4NT"
"1595188601-6104","https://hardforum.com/forums/video-cards.3/","no display from new card","https://hardforum.com/threads/no-display-from-new-card.1998054/","Snakebyt","the motherboard is on the latest bios, He bought the mobo/cpu from a friend and was fully updated and operational when pulled from the system."
"1595188620-6266","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","pendragon1","download and run ddu then reinstall the 20.5.1 drivers."
"1595188656-6608","https://hardforum.com/forums/video-cards.3/","Multi-monitor setup - how to make more stable","https://hardforum.com/threads/multi-monitor-setup-how-to-make-more-stable.1997465/","CraptacularOne","ss88 said:
			
		
	
	
		
		
			While I acknowledge that sleep can cause issues, let's try for another solution. Neither of these is preferable to my current situation.
		
		Click to expand...
	
So you acknowledge the issue yet choose to ignore it? OK then GL"
"1595188612-6180","https://hardforum.com/forums/video-cards.3/","Used video card - What am I looking for?  (Editing versus gaming)","https://hardforum.com/threads/used-video-card-what-am-i-looking-for-editing-versus-gaming.1998315/","RPKYGK","I am looking to spend about $400-450 on a used card to finally upgrade from a 1050ti I was forced to buy just to get a card during the initial BTC mining craziness.



I play games very sporadically, I would say a few times a year.  What I mostly do is editing photos and video's.  I use mainly Premiere Pro, Photoshop, InPixio Photo Focus, and recently have started experimenting with Topaz Giga Video and Photo AI, and Dain-App.



I currently have 16Gb of Ram and a Ryzen 5 3500.  I am planning on upgrading at least the Ram if not the whole combo in the next few months



Giga Video and Dain are massive obstacles right now, but I never see any benchmarks on them to see what would help.  Dain uses the video card memory and right now I'm very limited as it really struggles with one 4GB of ram on the 1500.  Giga Video is the biggest place I would like improvment.  I just did my parents ripped from DVD wedding video which was 54 mins long, and to get it up to HD took my combo 5 and a half days to do.



My thoughts were because I don't game, maybe trying to find a used Quadro card but looking at benches of common apps it seems most modern gaming cards do just fine against them at a lower price.



So should I be looking at a RTX2070 8G, a 1080 TI 11G or a Quadro?  Something else?  It has to be Nvidia because DAIN requires CUDA.



Thanks!

Ryan"
"1595188658-6660","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","n370zed","Im just happy Ill be hitting 144fps or more with higher setting.. My 1080 has done its job. Its time to retire it to someone who can use it. Got a Cousin with a RX580 8Gb. Ill just sell it to him for $100."
"1595188595-6050","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","kyriptic","The Korean monitor definitely doesn't have a scalar and only works with dual link dvi. 



So I guess I'll stick with dp to dual link dvi but reading reviews on Amazon it does seem like a lottery if it will work or not was hoping people would share some adapters confirmed working."
"1595188633-6416","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","RazorWind","Kumbassa said:
			
		
	
	
		
		
			Hi RazorWind.  I've got an EVGA GTX 980Ti with the same issues reported here, as soon as I apply plug in the 8pin power connector it keeps my system from powering on.  I've troubleshot it to the 12v pins being shorted...likely a mosfet issue.  I've taken the card apart and there is no visible damage anywhere.  If there was, I'd try to replace that component.  However, with there being no visible damage anywhere, my skills are not good enough to troubleshoot further.  Would you want me to send this one to you to take a look at as well?  Next step is trash.  It's been sitting here for a few months now and I'd like to fix it to put in my son's computer.  If you can't fix it, oh well.  I've read your terms and am fine with them.  Given this one has no visible indicators of damage, I figure it may be a good one to show us how you troubleshoot it to figure out where the actual problem is.
		
		Click to expand...
	
Yes, but...  it may take me quite a while to get to it.  I've got another card that someone sent me that I haven't even touched yet, and I obviously need to finish up with Solan's and give it back to him.  So, I'm happy to look at it, but I can't promise anything resembling a quick turnaround.



I think the forum won't let you send me a PM since you haven't been around very long, but my email is in a post in this thread.  Send me your email address, and I can send you shipping instructions.  I assume you're not local to me here in Austin, like Solan is."
"1595188620-6254","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","crazycrave","Sorry , I got lost .. but to clear up what I am saying is that I have FLASHED Refence XFX RX 5700 = 190 watts as it blows my MSI RX 5700 Mech OC out = 150 watts 



The CX 650 M  can run CX Polaris in the from of RX 570's as why it has 2 x 12v rails  .. So when you give the RX 5700 both rails it solved 98% of my issues and turning V- Sync off and using factory reset to clear the driver for new install solved the other issues .  



I only buy the CX 650 M 's when Best Buy runs a sale on them as that one was $59 and the other one I own was $69"
"1595188620-6241","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","DrDoU","min 600 watt"
"1595188665-6739","https://hardforum.com/forums/video-cards.3/","Guy damages rare collectible graphics card :(","https://hardforum.com/threads/guy-damages-rare-collectible-graphics-card.1957134/","p3sty","rare shit sold that one long time ago"
"1595188661-6685","https://hardforum.com/forums/video-cards.3/","GPU - diminishing returns reached","https://hardforum.com/threads/gpu-diminishing-returns-reached.1998052/","NeoNemesis","mlcarson said:
			
		
	
	
		
		
			What's happening in the GPU market?   My last purchase was a 1080TI FE back in 3/2017 for $699 back then and I'm not seeing any compelling reason to upgrade.  It looks like the AMD alternative is the RX5700 XT and Nvidia's is the RTX 2080TI.   The AMD might match the 1080TI but still might be a bit behind and the 2080TI can beat it but costs $1200+ for what I consider a modest performance gain.  Are we in  the same type of market that we were with Intel CPU's in the years before Ryzen?   No reason to upgrade until multiple generations of GPU improvements?
		
		Click to expand...
	
Correct.



AMD is not competitive at the high end. Nvidia has no need to innovate since nobody can touch them. Prices are going up due to lac of competition.



Like you mentioned, this is exactly the same thing that happened to Intel between when they released Sandy Bridge all the way through to when AMD released Ryzen. 



Hopefully Intel and AMD can put release high end GPUs this year to compete with Intel."
"1595188633-6412","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","Furious_Styles","RazorWind said:
			
		
	
	
		
		
			I'm ashamed to admit that that had actually not occurred to me.  That's a good idea, though.



Do the Kraken brackets fit the oddball non-reference designs like these MSI cards?  I seem to recall they're mainly meant for reference boards.



I've thought about setting up an X99 water jacket on some really long hoses that I could zip on to the cards really easily, but I don't actually spend that much time putting the heatsink back on.  It's the diagnostics that are hard and time consuming.
		
		Click to expand...
	
They work on lots of cards, though some definitely wouldn't fit.  Honestly you could achieve similar results just by buying 4 long screws and some nuts/washers with a 120-140mm AIO.  Since this would only be for testing purposes the only thing you would really need is solid contact.  After installing one myself recently I realized how rudimentary the setup is and how much easier it is to install/remove than the stock HSF."
"1595188624-6296","https://hardforum.com/forums/video-cards.3/","Anyone know what card would have best FurMark Score/Watt these days?","https://hardforum.com/threads/anyone-know-what-card-would-have-best-furmark-score-watt-these-days.1998533/","Stoly","PinPickles said:
			
		
	
	
		
		
			I'd guess the Gtx 1650 SUPER, but I don't know really.



All the lists online I could find of furmark scores seem to still put the 1080Ti or RTX 2080 on top, even though 1080Ti is kind of an old card now. And they're both power sucking monsters so not what im looking for. They also don't let you sort by score/tdp so hard to figure it out.



Thanks for any help.
		
		Click to expand...
	
and you want to know this because...



BTW didn't nvidia and amd started cheating on furmark in order not to stress their cards?"
"1595188652-6543","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","erek","Able to make it out?  Made a trade today




		
			
		
		


<img src=""https://hardforum.com/data/attachment-files/2020/07/363545_1594837600256.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""1594837600256.png"" style="""" />"
"1595188639-6470","https://hardforum.com/forums/video-cards.3/","Cheaper card for 3440x1440? Gtx 1070 or newer ?","https://hardforum.com/threads/cheaper-card-for-3440x1440-gtx-1070-or-newer.1998844/","Vashypooh","I use a 1080ti with my 3440x1440, and i'd consider it the bare minimum for this resolution depending on the game, etc."
"1595188610-6178","https://hardforum.com/forums/video-cards.3/","Geforce 1660 Super overheating","https://hardforum.com/threads/geforce-1660-super-overheating.1998039/","SPARTAN VI","I wouldn't ignore this because I believe the throttle temp is 83C, which is consistent with my experience with Turing. That said, you're likely sacrificing of some of the performance if it's still bouncing against 87C even despite it throttling. If you're using the stock Intel cooler on your i7-7700 then it's dumping heat into your case that the 1660 Super is sucking up. I'd recommend upgrading that to an AIO to get that hot air out. I can see your mounting options are extremely limited, so a 120mm AIO with a thicker radiator (e.g. Arctic Liquid Freezer II 120mm) and configure it to exhaust out of the back. The front and side vents will basically be passive intake, but with some ingenuity you can probably still setup a front intake fan (e.g. use long screws to reach past the RGB bar, 3D print a bracket, zip-ties, etc.)."
"1595188637-6455","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","Red Falcon","Not a huge loss or anything, just a little disappointing, but hopefully the seller will at least showcase the unit sometime in the future if possible.

Not a whole lot is known about the physical units, what few of them there are."
"1595188622-6290","https://hardforum.com/forums/video-cards.3/","RGB vs YCbCr444 in Nvidia Control Panel","https://hardforum.com/threads/rgb-vs-ycbcr444-in-nvidia-control-panel.1998222/","UltraTaco","Thanks Meeho"
"1595188633-6381","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","Unknown-One","I have the regular edition (red heatsink) version of this card, which died similarly, but has no obvious visible damage to the PCB or any components.



Want to take a look at it?"
"1595188658-6629","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","SeymourGore","I've listed my RTX 2080 Super (Gaming X Trio) locally on Kijiji, and have gotten some nibbles, but no bites (with a lot of trolls).  Plan is to grab a Nvidia 3000-series (or Radeon 6000-series) that's equivalent to a 2080 TI but in a smaller form factor than my current GPU.  With that said, depending which way reviews and prices go, I might just opt for a RTX 2080 TI if the price gets low enough.



I don't have much for a backup GPU (R9 380 iirc), but usually rely on a console for my gaming fix between GPU upgrades."
"1595188654-6576","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","DanNeely","I'll probably wait and see.  I water cool so a day 0 buy isn't going to do me any good; plenty of time to wait and see which if any aftermarket cards have significantly better power hardware and higher power limits as a result and then get a full cover block to match.  If they all turn out to be duds, or not worth the markup anyway, I can fall back on a reference board instead."
"1595188595-6069","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","kyriptic","atiUser said:
			
		
	
	
		
		
			Thanks, excellent that’s great news.  Should solve my problem without buying 2 new monitors and a display card. 



Is it this one? https://www.amazon.com/gp/product/B...ilpage_o00_s00?ie=UTF8&psc=1&tag=hardfocom-20
		
		Click to expand...
	
Yup that's the one i have"
"1595188614-6205","https://hardforum.com/forums/video-cards.3/","What is a Ventus card?","https://hardforum.com/threads/what-is-a-ventus-card.1998035/","Dan_D","I've had two MSI cards for testing over the years. I've had problems with both of them. I like their motherboards (running one in my personal machine now), but I wouldn't buy their graphics cards with my own money. One of them has a terrible RMA history that sounds like some of those ASUS horror stories that make you shudder when you hear them.



The first one is a 980Ti that just quit working one day. Black screen, no video output on any connector. I threw it in a system on my test bench and duplicated the problem on a couple boards. It was RMA'ed to MSI. They sent it back saying it tested good and sent it back to my friend with bent the fins on the heat sink. The guy who had it before me had already replaced it and he gave me the card. It worked for a few days before going tits up again. I had him contact MSI before it died about the messed up heat sink and they pretty much said ""no we didn't"" and ""it works doesn't it, quit crying about it."" When it went belly up I had no money in it and my buddy had moved on to another card, so I just threw it in a cabinet where it sits today.  



The second is an MSI RTX 2080 Super Gaming X-Trio that the FPSReview covered a few months back. After a few weeks on my test bench, it basically would shoot up to 100c almost the instant you fired up a game. Obviously, nothing was stable like that. So, test cards we are sent for review have no warranty on them. I ended up pulling the heat sink apart (PITA) and reapplying thermal paste. It looks like it had been applied by ""that friend"" who gets drunk at parties and pisses everywhere but inside the toilet bowl."
"1595188637-6432","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","erek","i lost the auction"
"1595188591-6031","https://hardforum.com/forums/video-cards.3/","GTX 780 Reference - Upgrading VBIOS with other manufacturer's VBIOS?","https://hardforum.com/threads/gtx-780-reference-upgrading-vbios-with-other-manufacturers-vbios.1997835/","RazorWind","If they're both reference designs with the nvidia cooler, this should work, although you'll likely have to use the hacked version of nvflash to do it.



You may want to check what part number the memory ICs are on both your card and the donor to make sure they match.  It may work even if they don't, but you need the memory timings to be close enough that your memory aren't causing you problems."
"1595188661-6675","https://hardforum.com/forums/video-cards.3/","GPU - diminishing returns reached","https://hardforum.com/threads/gpu-diminishing-returns-reached.1998052/","twonunpackmule","cybereality said:
			
		
	
	
		
		
			Yeah, the returns are there if you want to pay.



I have a 2080 Ti but honestly I'm not sure I will buy another card at these prices.
		
		Click to expand...
	
Just skip a gen. It's what I did with the 2000 series. I saw the performance gains and the ""newness"" of RTX as a tax. Not that I disagreed with the direction, I just didn't see the point yet. I got a used 1080 for $300. No complaints about the performance I'm getting. I got a good deal. I'm more inclined to purchase a 3000 now that more and more things are supporting the feature set. So, I feel my money is better spent. But, I'm gaming at 1440p. So, I'm not eying the 3080ti. Though, I might aim higher if I decide to get an Index...but I'm thinking I'll wait for the next revision of the Index."
"1595188595-6049","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","Absalom","If your display has a scalar built-in, and you're ok with that, you'll probably stumble into something that lets you play at non-native. If it's native or bust, you better do your research. I'm not sure there are guarantees out there. So be prepared for that.



As for HDMI to DVI Dual Link at QHD 60Hz resolution? Forget it. HDMI doesn't physically support dual link. I've done a ton of research over the years, and such a thing simply doesn't exist. It's like a magical unicorn or something. Most who claim they got it to work at QHD 60Hz are pretty much full of shit. Maybe QHD at a significantly reduced refresh rate. The best you can hope for is single link bandwidth over HDMI, which will not get you to that coveted 2560x1440 @ 60Hz native resolution. Converting HDMI to DVI Dual Link would require all sorts of processing, and most likely add delay, so even if such a thing existed, it wouldn't be cheap nor ideal for gaming.



DisplayPort is another matter. DisplayPort can physically support dual link channels. I've seen enough convincing success stories of Active DisplayPort to DVI Dual Link pulling off 2560x1440@60Hz, that I know it's a thing. But from what I can gather, and it's been a year since I last looked into this, it's going to be a YMMV scenario. It's going to depend on how nice everything plays together.



Between HDMI and DP, an Active DisplayPort to DVI Dual Link adapter is your best bet."
"1595188633-6414","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","RazorWind","Furious_Styles said:
			
		
	
	
		
		
			They work on lots of cards, though some definitely wouldn't fit.  Honestly you could achieve similar results just by buying 4 long screws and some nuts/washers with a 120-140mm AIO.  Since this would only be for testing purposes the only thing you would really need is solid contact.  After installing one myself recently I realized how rudimentary the setup is and how much easier it is to install/remove than the stock HSF.
		
		Click to expand...
	
You know, now that I think about it, I have two 295X2 cooling units (four gpus' worth of water cooling!) lying around from cards I couldn't save.  They have an oddball screw spacing that doesn't even fit other AMD cards, but I bet if I can get my hands on an nvidia-shape bracket, I could rejigger one to serve test bench duty.  That's a good idea to use a CLC.








	
		
			
				/dev/null said:
			
		
	
	
		
		
			Hey Op, interested in playing with an RX 570?  I have no idea why it won't post.  I turned off the machine, pulled power cord out,  pulled the video card out, moved to new machine & no post.  Then moved back to original machine, no post.....
		
		Click to expand...
	
Probably.  Figure out what it's worth to you to ship it to me in 78660 and send me a PM."
"1595188622-6272","https://hardforum.com/forums/video-cards.3/","RGB vs YCbCr444 in Nvidia Control Panel","https://hardforum.com/threads/rgb-vs-ycbcr444-in-nvidia-control-panel.1998222/","Geezus","amenx said:
			
		
	
	
		
		
			RGB FULL. Even though thats 4:4:4, it will be 8-bit since need HDMI 2.1 to get above that. Still better than other options at this stage until HDMI 2.1 arrives.
		
		Click to expand...
	
Thanks. Side Question - My LG B9 has HDMI 2.1. Since Nvidia only supports GSync for my LG B9 and I only have 10 series cards (1080ti and 1070MQ), Would I benefit from anything else getting a current gen RTX? As far as 10 or 12 bit or 4K 120hz? Also, is there anything rumored on the 3000 series cards that also benefit from 2.1 that the 2000 series doesnt have?"
"1595188652-6546","https://hardforum.com/forums/video-cards.3/","Can you guess what's coming to my collection?","https://hardforum.com/threads/can-you-guess-whats-coming-to-my-collection.1998924/","KATEKATEKATE","5800 Ultra? recognizable cooler is recognizable"
"1595188654-6580","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","SeymourGore","Likely be reference design (I'll need it to fit into a Ncase M1)."
"1595188627-6304","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","pendragon1","are the fans actually working? if so, remove the heat sink, clean it and apply new paste and then set a custom curve in AB."
"1595188654-6601","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","DanNeely","DooKey said:
			
		
	
	
		
		
			I believe you are going to be wrong. I guess we'll find out this winter.
		
		Click to expand...
	
I'm cautiously optimistic.  12nm to 7nm is ~3x as many transistors for a given die size.  Assuming pascal is 50/50 shading and raytracing, the rumor mill claiming +50% shading and 4x faster ray tracing is plausible.  Shading would go from 0.5 pascals of transistors to 0.75, ray tracing from 0.5 to 2.0 for a total of 2.75x as many transistors as pascal has.  That fits comfortably within the 3x larger transistor budget, and leaves room for either adding other things (eg more or bigger and faster memory controllers, or more video en/decode options), or a slight step back in die size from the monsters that powered the 2000 series.



Even if the rumor mill is overstating it by a factor of two, it'll finally be enough to justify replacing my 1080, so I'm almost certainly going to be buying a 3080/ti later this year."
"1595188642-6476","https://hardforum.com/forums/video-cards.3/","How would you stress test integrated graphics?","https://hardforum.com/threads/how-would-you-stress-test-integrated-graphics.1998344/","MrAgmoore","I built a computer for my father, for surfing the Internet and burning to CD/ DVDs etc. He didn't want to pay more than $600 so I figured I'd build it for him and subsidize the $ that he didn't want to pay.



I'm used to building in a full ATX case, with a high-end graphics card: https://steamcommunity.com/id/CryonicSuspension/



I can't find any information about if or how to stress test a rig that has integrated graphics? With a dedicated video card, I would just run Furmark ( that software that models a furry donut thing ) but I wouldn't want to stress out something as weak as integrated graphics? I've never worked with integrated graphics before.



I guess I could load up a couple of games and run benchmarking software and see how it looks but I was wondering if there was something quicker / easier... ? If you were building a computer for a client, what would you do?



Samsung Magician says that the NVMe is ""healthy"" & 35 Celcius ( which is really what I was most concerned about ).



I still have to do RAM & CPU tests and see what core temperatures are like. I'll do the testing on Wed / Thursday.

 

Intel's sheet for the CPU: https://ark.intel.com/content/www/u...m-gold-g5400-processor-4m-cache-3-70-ghz.html





Copied from my notes:



Micro ATX build 3:



CPU: Intel Pentium Gold G5400 Coffee Lake 2-Core/4-Thread Processor LGA1151 300 Series, 3.7 GHz Base UHD Graphics 610 54W Gen8 Retail Boxed (BX80684G5400) (CanadaComputers $79.99)



MB: GIGABYTE B365M DS3H Socket 1151 Intel B360 Chipset Dual Channel DDR4, PCI-E 3.0, SATA 6.0Gb/s, M.2 USB 3.1, D-Sub, DVI-D, HDMI1.4 mATX Motherboard (CanadaComputers $109.99 )



PSU: GIGABYTE PW400 400W 80 PLUS Certified Power Supply (GP-PW400) (CanadaComputers $39.99).



RAM: G.SKILL Aegis 8GB (4GBx2) DDR4 DRAM 2400MHz C15 Memory Kit (F4-2400C15D-8GIS) (CC$56.99).



SSD: SAMSUNG 970 EVO Plus M.2 NVMe PCI-E 250GB Solid State Drive, Read:3,500 MB/s, Write:3,300 MB/s (MZ-V7S250B/AM) (CC $129.99)



Secondary Storage: ? 



OS: Win 10



Case: Corsair CC-9011086-WW Carbide Series 88R MicroATX Mid-Tower Case ( Amazon.ca $74.99 )



DVD burner: ASUS (DRW-24B1ST/BLK/B) Internal 24x DVD Writer, OEM Black, SATA Green Environment with Software Bulk ( CC 27.99)



$598 including taxes



Not included in the price, stuff like a Silverstone heat sink for the NVMe & 5 x Noctua 120mm fans."
"1595188595-6068","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","atiUser","kyriptic said:
			
		
	
	
		
		
			Yeah, still using the same adapter. One odd thing that just started happening, now if you leave your computer on 24/7 after like a week+ it will start artifacting but if I unplug it and plug it back everything goes back to normal. It has been plugged in and on, none stop for over a yr.
		
		Click to expand...
	
Thanks, excellent that’s great news.  Should solve my problem without buying 2 new monitors and a display card.  



Is it this one? https://www.amazon.com/gp/product/B...ilpage_o00_s00?ie=UTF8&psc=1&tag=hardfocom-20"
"1595188622-6276","https://hardforum.com/forums/video-cards.3/","RGB vs YCbCr444 in Nvidia Control Panel","https://hardforum.com/threads/rgb-vs-ycbcr444-in-nvidia-control-panel.1998222/","sirmonkey1985","Geezus said:
			
		
	
	
		
		
			Absolutely. Plus I'm missing out on GSync because the LG OLEDs only support with with RTX cards. Sounds like I now need a video card to use my display to its full potential, which is the opposite of what it's usually been.
		
		Click to expand...
	
didn't realize they locked it down to turing only.. that's dumb.."
